structure,delta,stop_mult,tp_mult,vix_max,skip_bwd,trend_filter,t24,pnl24,pf24,dd24,t25,pnl25,pf25,dd25,pnl_is,pf_min,consistent
put,0.1,3.0,0.0,0.0,True,True,170,12939.99,3.06,-823.95,169,19538.1,3.45,-1088.57,32478.089999999997,3.06,False
put,0.1,3.0,0.0,20.0,False,False,227,12014.82,2.0,-1457.84,188,17798.18,2.56,-1667.38,29813.0,2.0,False
put,0.1,3.0,0.0,20.0,False,True,189,12868.24,2.73,-823.95,158,16557.23,3.04,-1088.57,29425.47,2.73,False
put,0.1,3.0,0.0,20.0,True,False,177,10354.83,2.27,-1020.23,181,17797.41,2.69,-1667.38,28152.239999999998,2.27,False
put,0.1,3.0,0.0,20.0,True,True,160,10667.09,2.7,-823.95,153,16241.98,3.11,-1088.57,26909.07,2.7,False
put,0.1,3.0,0.0,25.0,False,False,248,16431.35,2.32,-1415.36,230,23711.56,2.62,-1768.12,40142.91,2.32,True
put,0.1,3.0,0.0,25.0,False,True,200,15380.83,3.07,-823.95,178,20930.75,3.49,-1088.57,36311.58,3.07,False
put,0.1,3.0,0.0,25.0,True,False,191,13623.43,2.67,-873.37,204,21592.56,2.8,-1391.16,35215.990000000005,2.67,True
put,0.1,3.0,0.0,25.0,True,True,170,12939.99,3.06,-823.95,169,19538.1,3.45,-1088.57,32478.089999999997,3.06,False
put,0.1,3.0,0.3,0.0,False,False,252,13527.59,2.13,-1446.58,250,18217.52,1.96,-3826.53,31745.11,1.96,False
put,0.1,3.0,0.3,0.0,False,True,200,13231.95,3.06,-800.45,182,17531.71,3.25,-1122.11,30763.66,3.06,False
put,0.1,3.0,0.3,0.0,True,False,191,11468.82,2.59,-852.84,207,16602.28,2.36,-1478.67,28071.1,2.36,True
put,0.1,3.0,0.3,0.0,True,True,170,11205.72,3.08,-800.45,169,15696.58,3.13,-1122.11,26902.3,3.08,False
put,0.1,3.0,0.3,20.0,False,False,227,9770.1,1.89,-1875.84,188,14232.5,2.32,-1710.52,24002.6,1.89,False
put,0.1,3.0,0.3,20.0,False,True,189,11137.65,2.74,-800.45,158,13341.31,2.78,-1122.11,24478.96,2.74,False
put,0.1,3.0,0.3,20.0,True,False,177,8720.0,2.21,-1090.48,181,14388.81,2.46,-1563.02,23108.809999999998,2.21,False
put,0.1,3.0,0.3,20.0,True,True,160,9299.82,2.73,-800.45,153,13125.82,2.85,-1122.11,22425.64,2.73,False
put,0.1,3.0,0.3,25.0,False,False,248,13332.7,2.17,-1446.58,230,18570.87,2.33,-1549.51,31903.57,2.17,True
put,0.1,3.0,0.3,25.0,False,True,200,13231.95,3.06,-800.45,178,16792.88,3.16,-1122.11,30024.83,3.06,False
put,0.1,3.0,0.3,25.0,True,False,191,11468.82,2.59,-852.84,204,17212.11,2.52,-1291.0,28680.93,2.52,True
put,0.1,3.0,0.3,25.0,True,True,170,11205.72,3.08,-800.45,169,15696.58,3.13,-1122.11,26902.3,3.08,False
put,0.1,3.0,0.5,0.0,False,False,252,9789.43,1.9,-1542.49,250,11716.98,1.66,-3586.59,21506.41,1.66,False
put,0.1,3.0,0.5,0.0,False,True,200,9942.67,2.7,-900.19,182,12223.01,2.62,-1197.62,22165.68,2.62,False
put,0.1,3.0,0.5,0.0,True,False,191,7917.75,2.12,-907.45,207,10993.75,1.94,-1241.19,18911.5,1.94,True
put,0.1,3.0,0.5,0.0,True,True,170,8012.87,2.53,-900.19,169,10703.51,2.5,-1197.62,18716.38,2.5,False
put,0.1,3.0,0.5,20.0,False,False,227,6373.14,1.61,-1776.71,188,8966.92,1.86,-1596.6,15340.060000000001,1.61,False
put,0.1,3.0,0.5,20.0,False,True,189,8305.26,2.42,-900.19,158,8774.32,2.21,-1197.62,17079.58,2.21,False
put,0.1,3.0,0.5,20.0,True,False,177,5742.15,1.81,-1219.67,181,9236.85,1.98,-1334.62,14979.0,1.81,False
put,0.1,3.0,0.5,20.0,True,True,160,6516.92,2.24,-900.19,153,8672.45,2.27,-1197.62,15189.37,2.24,False
put,0.1,3.0,0.5,25.0,False,False,248,9059.07,1.84,-1542.49,230,12606.61,1.96,-1604.32,21665.68,1.84,True
put,0.1,3.0,0.5,25.0,False,True,200,9942.67,2.7,-900.19,178,11490.96,2.52,-1197.62,21433.629999999997,2.52,False
put,0.1,3.0,0.5,25.0,True,False,191,7917.75,2.12,-907.45,204,11240.77,2.03,-1241.19,19158.52,2.03,True
put,0.1,3.0,0.5,25.0,True,True,170,8012.87,2.53,-900.19,169,10703.51,2.5,-1197.62,18716.38,2.5,False
put,0.16,1.5,0.0,0.0,False,False,252,7262.04,1.47,-1061.21,250,12338.07,1.56,-2964.44,19600.11,1.47,True
put,0.16,1.5,0.0,0.0,False,True,200,6636.17,1.62,-877.82,182,12293.19,1.95,-1482.86,18929.36,1.62,False
put,0.16,1.5,0.0,0.0,True,False,191,5865.81,1.54,-877.82,207,11311.18,1.68,-1681.7,17176.99,1.54,True
put,0.16,1.5,0.0,0.0,True,True,170,5772.67,1.63,-877.82,169,11233.53,1.95,-1482.86,17006.2,1.63,False
put,0.16,1.5,0.0,20.0,False,False,227,3760.17,1.26,-1503.88,188,10241.18,1.71,-1646.34,14001.35,1.26,False
put,0.16,1.5,0.0,20.0,False,True,189,5303.21,1.52,-877.82,158,10452.01,1.98,-1292.94,15755.220000000001,1.52,False
put,0.16,1.5,0.0,20.0,True,False,177,3715.82,1.36,-1207.76,181,10470.63,1.77,-1646.34,14186.449999999999,1.36,False
put,0.16,1.5,0.0,20.0,True,True,160,4252.31,1.49,-959.09,153,10503.04,2.04,-1292.94,14755.350000000002,1.49,False
put,0.16,1.5,0.0,25.0,False,False,248,6806.27,1.45,-1061.21,230,11688.68,1.61,-2229.72,18494.95,1.45,True
put,0.16,1.5,0.0,25.0,False,True,200,6636.17,1.62,-877.82,178,11607.4,1.92,-1482.86,18243.57,1.62,False
put,0.16,1.5,0.0,25.0,True,False,191,5865.81,1.54,-877.82,204,11615.39,1.72,-1681.7,17481.2,1.54,True
put,0.16,1.5,0.0,25.0,True,True,170,5772.67,1.63,-877.82,169,11233.53,1.95,-1482.86,17006.2,1.63,False
put,0.16,1.5,0.3,0.0,False,False,252,4415.75,1.3,-1228.37,250,8584.62,1.42,-3241.03,13000.37,1.3,True
put,0.16,1.5,0.3,0.0,False,True,200,4595.32,1.46,-971.86,182,9387.19,1.8,-1508.89,13982.51,1.46,False
put,0.16,1.5,0.3,0.0,True,False,191,3618.89,1.35,-971.86,207,8505.87,1.56,-1707.72,12124.76,1.35,True
put,0.16,1.5,0.3,0.0,True,True,170,3888.96,1.46,-971.86,169,8753.2,1.82,-1508.89,12642.16,1.46,False
put,0.16,1.5,0.3,20.0,False,False,227,1512.16,1.11,-2181.32,188,7517.18,1.57,-1664.2,9029.34,1.11,False
put,0.16,1.5,0.3,20.0,False,True,189,3591.07,1.38,-971.86,158,7798.01,1.79,-1292.94,11389.08,1.38,False
put,0.16,1.5,0.3,20.0,True,False,177,1884.19,1.19,-1676.32,181,7916.15,1.64,-1664.2,9800.34,1.19,False
put,0.16,1.5,0.3,20.0,True,True,160,2697.31,1.33,-1373.16,153,7961.24,1.85,-1292.94,10658.55,1.33,False
put,0.16,1.5,0.3,25.0,False,False,248,3860.11,1.27,-1234.48,230,8544.51,1.49,-2193.68,12404.62,1.27,False
put,0.16,1.5,0.3,25.0,False,True,200,4595.32,1.46,-971.86,178,8906.87,1.78,-1508.89,13502.19,1.46,False
put,0.16,1.5,0.3,25.0,True,False,191,3618.89,1.35,-971.86,204,8893.71,1.62,-1707.72,12512.599999999999,1.35,True
put,0.16,1.5,0.3,25.0,True,True,170,3888.96,1.46,-971.86,169,8753.2,1.82,-1508.89,12642.16,1.46,False
put,0.16,1.5,0.5,0.0,False,False,252,1006.38,1.07,-1391.13,250,4520.29,1.24,-3346.55,5526.67,1.07,False
put,0.16,1.5,0.5,0.0,False,True,200,1764.73,1.18,-1053.19,182,6158.08,1.59,-1292.94,7922.8099999999995,1.18,False
put,0.16,1.5,0.5,0.0,True,False,191,993.42,1.1,-1187.63,207,4811.15,1.35,-1540.4,5804.57,1.1,False
put,0.16,1.5,0.5,0.0,True,True,170,1509.01,1.18,-1053.19,169,5523.23,1.58,-1292.94,7032.24,1.18,False
put,0.16,1.5,0.5,20.0,False,False,227,-1352.05,0.9,-3142.77,188,3256.52,1.26,-1708.67,1904.47,0.9,False
put,0.16,1.5,0.5,20.0,False,True,189,1099.33,1.12,-1466.6,158,4328.13,1.47,-1292.94,5427.46,1.12,False
put,0.16,1.5,0.5,20.0,True,False,177,-277.91,0.97,-2191.23,181,3740.48,1.32,-1708.67,3462.57,0.97,False
put,0.16,1.5,0.5,20.0,True,True,160,656.21,1.08,-1888.06,153,4576.35,1.52,-1292.94,5232.56,1.08,False
put,0.16,1.5,0.5,25.0,False,False,248,276.02,1.02,-1925.89,230,4257.35,1.26,-2299.2,4533.370000000001,1.02,False
put,0.16,1.5,0.5,25.0,False,True,200,1764.73,1.18,-1053.19,178,5426.03,1.52,-1292.94,7190.76,1.18,False
put,0.16,1.5,0.5,25.0,True,False,191,993.42,1.1,-1187.63,204,4647.32,1.35,-1540.4,5640.74,1.1,False
put,0.16,1.5,0.5,25.0,True,True,170,1509.01,1.18,-1053.19,169,5523.23,1.58,-1292.94,7032.24,1.18,False
put,0.16,2.0,0.0,0.0,False,False,252,14175.79,2.03,-1234.58,250,16430.26,1.7,-3050.29,30606.05,1.7,True
put,0.16,2.0,0.0,0.0,False,True,200,12743.43,2.43,-822.85,182,16695.2,2.45,-1528.25,29438.63,2.43,False
put,0.16,2.0,0.0,0.0,True,False,191,11357.09,2.22,-908.82,207,14467.32,1.85,-2631.31,25824.41,1.85,True
put,0.16,2.0,0.0,0.0,True,True,170,10281.55,2.31,-822.85,169,14838.57,2.36,-1528.25,25120.12,2.31,False
put,0.16,2.0,0.0,20.0,False,False,227,9445.16,1.73,-1234.58,188,13818.07,2.01,-1646.34,23263.23,1.73,False
put,0.16,2.0,0.0,20.0,False,True,189,10230.84,2.14,-822.85,158,13517.67,2.37,-1078.65,23748.510000000002,2.14,False
put,0.16,2.0,0.0,20.0,True,False,177,8088.49,1.87,-908.82,181,13509.06,2.04,-1646.34,21597.55,1.87,False
put,0.16,2.0,0.0,20.0,True,True,160,8008.65,2.02,-822.85,153,13030.24,2.36,-1078.65,21038.89,2.02,False
put,0.16,2.0,0.0,25.0,False,False,248,13948.76,2.05,-1234.58,230,17041.81,1.92,-1959.74,30990.57,1.92,True
put,0.16,2.0,0.0,25.0,False,True,200,12743.43,2.43,-822.85,178,15750.9,2.37,-1528.25,28494.33,2.37,False
put,0.16,2.0,0.0,25.0,True,False,191,11357.09,2.22,-908.82,204,15278.3,1.96,-2631.31,26635.39,1.96,True
put,0.16,2.0,0.0,25.0,True,True,170,10281.55,2.31,-822.85,169,14838.57,2.36,-1528.25,25120.12,2.31,False
put,0.16,2.0,0.3,0.0,False,False,252,11456.12,1.92,-1277.79,250,11928.09,1.56,-3952.12,23384.21,1.56,False
put,0.16,2.0,0.3,0.0,False,True,200,10890.85,2.43,-867.92,182,13615.23,2.35,-1616.04,24506.08,2.35,False
put,0.16,2.0,0.3,0.0,True,False,191,9427.37,2.16,-873.55,207,11343.74,1.75,-2340.19,20771.11,1.75,True
put,0.16,2.0,0.3,0.0,True,True,170,8772.17,2.31,-867.92,169,12171.83,2.29,-1616.04,20944.0,2.29,False
put,0.16,2.0,0.3,20.0,False,False,227,7479.55,1.64,-1525.48,188,10972.78,1.89,-1664.2,18452.33,1.64,False
put,0.16,2.0,0.3,20.0,False,True,189,8796.55,2.16,-867.92,158,10810.79,2.22,-992.7,19607.34,2.16,False
put,0.16,2.0,0.3,20.0,True,False,177,6678.55,1.82,-873.55,181,10820.85,1.93,-1664.2,17499.4,1.82,False
put,0.16,2.0,0.3,20.0,True,True,160,6866.27,2.03,-867.92,153,10423.12,2.21,-992.7,17289.39,2.03,False
put,0.16,2.0,0.3,25.0,False,False,248,11129.22,1.93,-1277.79,230,13153.55,1.79,-1853.61,24282.769999999997,1.79,True
put,0.16,2.0,0.3,25.0,False,True,200,10890.85,2.43,-867.92,178,12876.4,2.28,-1616.04,23767.25,2.28,False
put,0.16,2.0,0.3,25.0,True,False,191,9427.37,2.16,-873.55,204,12238.35,1.87,-2340.19,21665.72,1.87,True
put,0.16,2.0,0.3,25.0,True,True,170,8772.17,2.31,-867.92,169,12171.83,2.29,-1616.04,20944.0,2.29,False
put,0.16,2.0,0.5,0.0,False,False,252,7634.54,1.67,-1327.83,250,7451.43,1.39,-3780.94,15085.970000000001,1.39,False
put,0.16,2.0,0.5,0.0,False,True,200,7580.71,2.06,-969.89,182,9850.83,2.1,-1105.51,17431.54,2.06,False
put,0.16,2.0,0.5,0.0,True,False,191,5855.44,1.72,-969.89,207,7622.39,1.57,-2148.54,13477.83,1.57,True
put,0.16,2.0,0.5,0.0,True,True,170,5558.46,1.83,-969.89,169,8693.71,2.05,-1105.51,14252.169999999998,1.83,False
put,0.16,2.0,0.5,20.0,False,False,227,4131.18,1.37,-1356.89,188,6337.31,1.55,-1708.67,10468.490000000002,1.37,False
put,0.16,2.0,0.5,20.0,False,True,189,5943.3,1.83,-969.89,158,7095.27,1.87,-1053.88,13038.57,1.83,False
put,0.16,2.0,0.5,20.0,True,False,177,3679.84,1.45,-969.89,181,6299.0,1.58,-1708.67,9978.84,1.45,False
put,0.16,2.0,0.5,20.0,True,True,160,4062.51,1.61,-969.89,153,6821.22,1.87,-1053.88,10883.73,1.61,False
put,0.16,2.0,0.5,25.0,False,False,248,6904.18,1.6,-1327.83,230,8361.88,1.55,-2167.41,15266.06,1.55,True
put,0.16,2.0,0.5,25.0,False,True,200,7580.71,2.06,-969.89,178,9118.78,2.02,-1105.51,16699.49,2.02,False
put,0.16,2.0,0.5,25.0,True,False,191,5855.44,1.72,-969.89,204,7614.64,1.59,-2148.54,13470.08,1.59,True
put,0.16,2.0,0.5,25.0,True,True,170,5558.46,1.83,-969.89,169,8693.71,2.05,-1105.51,14252.169999999998,1.83,False
put,0.16,3.0,0.0,0.0,False,False,252,16526.37,2.26,-1415.36,250,23241.49,2.19,-3444.71,39767.86,2.19,True
put,0.16,3.0,0.0,0.0,False,True,200,15380.83,3.07,-823.95,182,21875.05,3.6,-1088.57,37255.88,3.07,False
put,0.16,3.0,0.0,0.0,True,False,191,13623.43,2.67,-873.37,207,21066.36,2.64,-1391.16,34689.79,2.64,True
put,0.16,3.0,0.0,0.0,True,True,170,12939.99,3.06,-823.95,169,19538.1,3.45,-1088.57,32478.089999999997,3.06,False
put,0.16,3.0,0.0,20.0,False,False,227,12014.82,2.0,-1457.84,188,17798.18,2.56,-1667.38,29813.0,2.0,False
put,0.16,3.0,0.0,20.0,False,True,189,12868.24,2.73,-823.95,158,16557.23,3.04,-1088.57,29425.47,2.73,False
put,0.16,3.0,0.0,20.0,True,False,177,10354.83,2.27,-1020.23,181,17797.41,2.69,-1667.38,28152.239999999998,2.27,False
put,0.16,3.0,0.0,20.0,True,True,160,10667.09,2.7,-823.95,153,16241.98,3.11,-1088.57,26909.07,2.7,False
put,0.16,3.0,0.0,25.0,False,False,248,16431.35,2.32,-1415.36,230,23711.56,2.62,-1768.12,40142.91,2.32,True
put,0.16,3.0,0.0,25.0,False,True,200,15380.83,3.07,-823.95,178,20930.75,3.49,-1088.57,36311.58,3.07,False
put,0.16,3.0,0.0,25.0,True,False,191,13623.43,2.67,-873.37,204,21592.56,2.8,-1391.16,35215.990000000005,2.67,True
put,0.16,3.0,0.0,25.0,True,True,170,12939.99,3.06,-823.95,169,19538.1,3.45,-1088.57,32478.089999999997,3.06,False
put,0.16,3.0,0.3,0.0,False,False,252,13527.59,2.13,-1446.58,250,18217.52,1.96,-3826.53,31745.11,1.96,False
put,0.16,3.0,0.3,0.0,False,True,200,13231.95,3.06,-800.45,182,17531.71,3.25,-1122.11,30763.66,3.06,False
put,0.16,3.0,0.3,0.0,True,False,191,11468.82,2.59,-852.84,207,16602.28,2.36,-1478.67,28071.1,2.36,True
put,0.16,3.0,0.3,0.0,True,True,170,11205.72,3.08,-800.45,169,15696.58,3.13,-1122.11,26902.3,3.08,False
put,0.16,3.0,0.3,20.0,False,False,227,9770.1,1.89,-1875.84,188,14232.5,2.32,-1710.52,24002.6,1.89,False
put,0.16,3.0,0.3,20.0,False,True,189,11137.65,2.74,-800.45,158,13341.31,2.78,-1122.11,24478.96,2.74,False
put,0.16,3.0,0.3,20.0,True,False,177,8720.0,2.21,-1090.48,181,14388.81,2.46,-1563.02,23108.809999999998,2.21,False
put,0.16,3.0,0.3,20.0,True,True,160,9299.82,2.73,-800.45,153,13125.82,2.85,-1122.11,22425.64,2.73,False
put,0.16,3.0,0.3,25.0,False,False,248,13332.7,2.17,-1446.58,230,18570.87,2.33,-1549.51,31903.57,2.17,True
put,0.16,3.0,0.3,25.0,False,True,200,13231.95,3.06,-800.45,178,16792.88,3.16,-1122.11,30024.83,3.06,False
put,0.16,3.0,0.3,25.0,True,False,191,11468.82,2.59,-852.84,204,17212.11,2.52,-1291.0,28680.93,2.52,True
put,0.16,3.0,0.3,25.0,True,True,170,11205.72,3.08,-800.45,169,15696.58,3.13,-1122.11,26902.3,3.08,False
put,0.16,3.0,0.5,0.0,False,False,252,9789.43,1.9,-1542.49,250,11716.98,1.66,-3586.59,21506.41,1.66,False
put,0.16,3.0,0.5,0.0,False,True,200,9942.67,2.7,-900.19,182,12223.01,2.62,-1197.62,22165.68,2.62,False
put,0.16,3.0,0.5,0.0,True,False,191,7917.75,2.12,-907.45,207,10993.75,1.94,-1241.19,18911.5,1.94,True
put,0.16,3.0,0.5,0.0,True,True,170,8012.87,2.53,-900.19,169,10703.51,2.5,-1197.62,18716.38,2.5,False
put,0.16,3.0,0.5,20.0,False,False,227,6373.14,1.61,-1776.71,188,8966.92,1.86,-1596.6,15340.060000000001,1.61,False
put,0.16,3.0,0.5,20.0,False,True,189,8305.26,2.42,-900.19,158,8774.32,2.21,-1197.62,17079.58,2.21,False
put,0.16,3.0,0.5,20.0,True,False,177,5742.15,1.81,-1219.67,181,9236.85,1.98,-1334.62,14979.0,1.81,False
put,0.16,3.0,0.5,20.0,True,True,160,6516.92,2.24,-900.19,153,8672.45,2.27,-1197.62,15189.37,2.24,False
put,0.16,3.0,0.5,25.0,False,False,248,9059.07,1.84,-1542.49,230,12606.61,1.96,-1604.32,21665.68,1.84,True
put,0.16,3.0,0.5,25.0,False,True,200,9942.67,2.7,-900.19,178,11490.96,2.52,-1197.62,21433.629999999997,2.52,False
put,0.16,3.0,0.5,25.0,True,False,191,7917.75,2.12,-907.45,204,11240.77,2.03,-1241.19,19158.52,2.03,True
put,0.16,3.0,0.5,25.0,True,True,170,8012.87,2.53,-900.19,169,10703.51,2.5,-1197.62,18716.38,2.5,False
put,0.2,1.5,0.0,0.0,False,False,252,7262.04,1.47,-1061.21,250,12338.07,1.56,-2964.44,19600.11,1.47,True
put,0.2,1.5,0.0,0.0,False,True,200,6636.17,1.62,-877.82,182,12293.19,1.95,-1482.86,18929.36,1.62,False
put,0.2,1.5,0.0,0.0,True,False,191,5865.81,1.54,-877.82,207,11311.18,1.68,-1681.7,17176.99,1.54,True
put,0.2,1.5,0.0,0.0,True,True,170,5772.67,1.63,-877.82,169,11233.53,1.95,-1482.86,17006.2,1.63,False
put,0.2,1.5,0.0,20.0,False,False,227,3760.17,1.26,-1503.88,188,10241.18,1.71,-1646.34,14001.35,1.26,False
put,0.2,1.5,0.0,20.0,False,True,189,5303.21,1.52,-877.82,158,10452.01,1.98,-1292.94,15755.220000000001,1.52,False
put,0.2,1.5,0.0,20.0,True,False,177,3715.82,1.36,-1207.76,181,10470.63,1.77,-1646.34,14186.449999999999,1.36,False
put,0.2,1.5,0.0,20.0,True,True,160,4252.31,1.49,-959.09,153,10503.04,2.04,-1292.94,14755.350000000002,1.49,False
put,0.2,1.5,0.0,25.0,False,False,248,6806.27,1.45,-1061.21,230,11688.68,1.61,-2229.72,18494.95,1.45,True
put,0.2,1.5,0.0,25.0,False,True,200,6636.17,1.62,-877.82,178,11607.4,1.92,-1482.86,18243.57,1.62,False
put,0.2,1.5,0.0,25.0,True,False,191,5865.81,1.54,-877.82,204,11615.39,1.72,-1681.7,17481.2,1.54,True
put,0.2,1.5,0.0,25.0,True,True,170,5772.67,1.63,-877.82,169,11233.53,1.95,-1482.86,17006.2,1.63,False
put,0.2,1.5,0.3,0.0,False,False,252,4415.75,1.3,-1228.37,250,8584.62,1.42,-3241.03,13000.37,1.3,True
put,0.2,1.5,0.3,0.0,False,True,200,4595.32,1.46,-971.86,182,9387.19,1.8,-1508.89,13982.51,1.46,False
put,0.2,1.5,0.3,0.0,True,False,191,3618.89,1.35,-971.86,207,8505.87,1.56,-1707.72,12124.76,1.35,True
put,0.2,1.5,0.3,0.0,True,True,170,3888.96,1.46,-971.86,169,8753.2,1.82,-1508.89,12642.16,1.46,False
put,0.2,1.5,0.3,20.0,False,False,227,1512.16,1.11,-2181.32,188,7517.18,1.57,-1664.2,9029.34,1.11,False
put,0.2,1.5,0.3,20.0,False,True,189,3591.07,1.38,-971.86,158,7798.01,1.79,-1292.94,11389.08,1.38,False
put,0.2,1.5,0.3,20.0,True,False,177,1884.19,1.19,-1676.32,181,7916.15,1.64,-1664.2,9800.34,1.19,False
put,0.2,1.5,0.3,20.0,True,True,160,2697.31,1.33,-1373.16,153,7961.24,1.85,-1292.94,10658.55,1.33,False
put,0.2,1.5,0.3,25.0,False,False,248,3860.11,1.27,-1234.48,230,8544.51,1.49,-2193.68,12404.62,1.27,False
put,0.2,1.5,0.3,25.0,False,True,200,4595.32,1.46,-971.86,178,8906.87,1.78,-1508.89,13502.19,1.46,False
put,0.2,1.5,0.3,25.0,True,False,191,3618.89,1.35,-971.86,204,8893.71,1.62,-1707.72,12512.599999999999,1.35,True
put,0.2,1.5,0.3,25.0,True,True,170,3888.96,1.46,-971.86,169,8753.2,1.82,-1508.89,12642.16,1.46,False
put,0.2,1.5,0.5,0.0,False,False,252,1006.38,1.07,-1391.13,250,4520.29,1.24,-3346.55,5526.67,1.07,False
put,0.2,1.5,0.5,0.0,False,True,200,1764.73,1.18,-1053.19,182,6158.08,1.59,-1292.94,7922.8099999999995,1.18,False
put,0.2,1.5,0.5,0.0,True,False,191,993.42,1.1,-1187.63,207,4811.15,1.35,-1540.4,5804.57,1.1,False
put,0.2,1.5,0.5,0.0,True,True,170,1509.01,1.18,-1053.19,169,5523.23,1.58,-1292.94,7032.24,1.18,False
put,0.2,1.5,0.5,20.0,False,False,227,-1352.05,0.9,-3142.77,188,3256.52,1.26,-1708.67,1904.47,0.9,False
put,0.2,1.5,0.5,20.0,False,True,189,1099.33,1.12,-1466.6,158,4328.13,1.47,-1292.94,5427.46,1.12,False
put,0.2,1.5,0.5,20.0,True,False,177,-277.91,0.97,-2191.23,181,3740.48,1.32,-1708.67,3462.57,0.97,False
put,0.2,1.5,0.5,20.0,True,True,160,656.21,1.08,-1888.06,153,4576.35,1.52,-1292.94,5232.56,1.08,False
put,0.2,1.5,0.5,25.0,False,False,248,276.02,1.02,-1925.89,230,4257.35,1.26,-2299.2,4533.370000000001,1.02,False
put,0.2,1.5,0.5,25.0,False,True,200,1764.73,1.18,-1053.19,178,5426.03,1.52,-1292.94,7190.76,1.18,False
put,0.2,1.5,0.5,25.0,True,False,191,993.42,1.1,-1187.63,204,4647.32,1.35,-1540.4,5640.74,1.1,False
put,0.2,1.5,0.5,25.0,True,True,170,1509.01,1.18,-1053.19,169,5523.23,1.58,-1292.94,7032.24,1.18,False
put,0.2,2.0,0.0,0.0,False,False,252,14175.79,2.03,-1234.58,250,16430.26,1.7,-3050.29,30606.05,1.7,True
put,0.2,2.0,0.0,0.0,False,True,200,12743.43,2.43,-822.85,182,16695.2,2.45,-1528.25,29438.63,2.43,False
put,0.2,2.0,0.0,0.0,True,False,191,11357.09,2.22,-908.82,207,14467.32,1.85,-2631.31,25824.41,1.85,True
put,0.2,2.0,0.0,0.0,True,True,170,10281.55,2.31,-822.85,169,14838.57,2.36,-1528.25,25120.12,2.31,False
put,0.2,2.0,0.0,20.0,False,False,227,9445.16,1.73,-1234.58,188,13818.07,2.01,-1646.34,23263.23,1.73,False
put,0.2,2.0,0.0,20.0,False,True,189,10230.84,2.14,-822.85,158,13517.67,2.37,-1078.65,23748.510000000002,2.14,False
put,0.2,2.0,0.0,20.0,True,False,177,8088.49,1.87,-908.82,181,13509.06,2.04,-1646.34,21597.55,1.87,False
put,0.2,2.0,0.0,20.0,True,True,160,8008.65,2.02,-822.85,153,13030.24,2.36,-1078.65,21038.89,2.02,False
put,0.2,2.0,0.0,25.0,False,False,248,13948.76,2.05,-1234.58,230,17041.81,1.92,-1959.74,30990.57,1.92,True
put,0.2,2.0,0.0,25.0,False,True,200,12743.43,2.43,-822.85,178,15750.9,2.37,-1528.25,28494.33,2.37,False
put,0.2,2.0,0.0,25.0,True,False,191,11357.09,2.22,-908.82,204,15278.3,1.96,-2631.31,26635.39,1.96,True
put,0.2,2.0,0.0,25.0,True,True,170,10281.55,2.31,-822.85,169,14838.57,2.36,-1528.25,25120.12,2.31,False
put,0.2,2.0,0.3,0.0,False,False,252,11456.12,1.92,-1277.79,250,11928.09,1.56,-3952.12,23384.21,1.56,False
put,0.2,2.0,0.3,0.0,False,True,200,10890.85,2.43,-867.92,182,13615.23,2.35,-1616.04,24506.08,2.35,False
put,0.2,2.0,0.3,0.0,True,False,191,9427.37,2.16,-873.55,207,11343.74,1.75,-2340.19,20771.11,1.75,True
put,0.2,2.0,0.3,0.0,True,True,170,8772.17,2.31,-867.92,169,12171.83,2.29,-1616.04,20944.0,2.29,False
put,0.2,2.0,0.3,20.0,False,False,227,7479.55,1.64,-1525.48,188,10972.78,1.89,-1664.2,18452.33,1.64,False
put,0.2,2.0,0.3,20.0,False,True,189,8796.55,2.16,-867.92,158,10810.79,2.22,-992.7,19607.34,2.16,False
put,0.2,2.0,0.3,20.0,True,False,177,6678.55,1.82,-873.55,181,10820.85,1.93,-1664.2,17499.4,1.82,False
put,0.2,2.0,0.3,20.0,True,True,160,6866.27,2.03,-867.92,153,10423.12,2.21,-992.7,17289.39,2.03,False
put,0.2,2.0,0.3,25.0,False,False,248,11129.22,1.93,-1277.79,230,13153.55,1.79,-1853.61,24282.769999999997,1.79,True
put,0.2,2.0,0.3,25.0,False,True,200,10890.85,2.43,-867.92,178,12876.4,2.28,-1616.04,23767.25,2.28,False
put,0.2,2.0,0.3,25.0,True,False,191,9427.37,2.16,-873.55,204,12238.35,1.87,-2340.19,21665.72,1.87,True
put,0.2,2.0,0.3,25.0,True,True,170,8772.17,2.31,-867.92,169,12171.83,2.29,-1616.04,20944.0,2.29,False
put,0.2,2.0,0.5,0.0,False,False,252,7634.54,1.67,-1327.83,250,7451.43,1.39,-3780.94,15085.970000000001,1.39,False
put,0.2,2.0,0.5,0.0,False,True,200,7580.71,2.06,-969.89,182,9850.83,2.1,-1105.51,17431.54,2.06,False
put,0.2,2.0,0.5,0.0,True,False,191,5855.44,1.72,-969.89,207,7622.39,1.57,-2148.54,13477.83,1.57,True
put,0.2,2.0,0.5,0.0,True,True,170,5558.46,1.83,-969.89,169,8693.71,2.05,-1105.51,14252.169999999998,1.83,False
put,0.2,2.0,0.5,20.0,False,False,227,4131.18,1.37,-1356.89,188,6337.31,1.55,-1708.67,10468.490000000002,1.37,False
put,0.2,2.0,0.5,20.0,False,True,189,5943.3,1.83,-969.89,158,7095.27,1.87,-1053.88,13038.57,1.83,False
put,0.2,2.0,0.5,20.0,True,False,177,3679.84,1.45,-969.89,181,6299.0,1.58,-1708.67,9978.84,1.45,False
